-0.5, 0.653, 0.253
-0.45, 0.6360474436283579, 0.25491555903622587
-0.4, 0.6192774320078478, 0.25701136865484475
-0.35, 0.6026937356236483, 0.25927170660878873
-0.3, 0.586300163317928, 0.26168359473150316
-0.25, 0.5701005573658758, 0.26423651885511584
-0.2, 0.5540987878781617, 0.2669222064348696
-0.15, 0.5382987466495192, 0.26973445379537586
-0.1, 0.5227043403812409, 0.2726689968440018
-0.05, 0.5073194830457847, 0.27572342071519096
0.0, 0.49214808782198427, 0.27889710503095
0.05, 0.4771940580619699, 0.2821912028255333
0.1, 0.46246127763222966, 0.2856086521271726
0.15, 0.44795360047174365, 0.28915422031060617
0.2, 0.43367483932199125, 0.2928345824159334
0.25, 0.41962875378632264, 0.29665843572465367
0.3, 0.40581903753932397, 0.3006366542079194
0.35, 0.39224930483856596, 0.30478248797713103
0.4, 0.3789230763273493, 0.30911181462495635
0.45, 0.36584376409882646, 0.31364345169694663
0.5, 0.3530146562466724, 0.3183995423237786
