-0.5, 0.315
-0.45, 0.32186671553556373
-0.4, 0.32897961497263095
-0.35, 0.3363467733465602
-0.3, 0.34397653363655145
-0.25, 0.35187751560616026
-0.2, 0.3600586249363047
-0.15, 0.3685290626319599
-0.1, 0.3772983348001704
-0.05, 0.386376262647348
0.0, 0.3957729928782592
0.05, 0.40549900839335706
0.1, 0.41556513932998235
0.15, 0.42598257451513655
0.2, 0.4367628731806441
0.25, 0.44791797714818204
0.3, 0.4594602233650008
0.35, 0.47140235684487675
0.4, 0.48375754397114196
0.45, 0.4965393864196552
0.5, 0.5097619352032957
