-0.5, 0.407, 0.569, 0.766, 0.454
-0.45, 0.39850235892637087, 0.5445565647040158, 0.7433309931234436, 0.4370724868974051
-0.4, 0.38990780297491745, 0.5212339171351652, 0.7215376721135943, 0.42049365932446126
-0.35, 0.3812441045717329, 0.4989764216505845, 0.700590736409681, 0.40427774106136194
-0.3, 0.3725370416477886, 0.47773137867708443, 0.6804619200392089, 0.3884371656858828
-0.25, 0.3638104553327607, 0.45744887001308016, 0.6611239545859375, 0.37298260309456
-0.2, 0.35508631291486387, 0.43808161144915003, 0.6425505334522592, 0.35792299792155907
-0.15, 0.34638477517926386, 0.41958481231387446, 0.6247162772416479, 0.3432656185714279
-0.1, 0.3377242674749741, 0.40191604201283554, 0.6075967005252623, 0.3290161158697726
-0.05, 0.32912155359449563, 0.3850351029545204, 0.5911681796080659, 0.3151785897739676
0.0, 0.32059181188434543, 0.3689039099181181, 0.5754079215406784, 0.3017556630849483
0.05, 0.3121487127116857, 0.3534863752301826, 0.5602939339552394, 0.2887485605602369
0.1, 0.30380449697028783, 0.33874830013059015, 0.5458049962866901, 0.27615719268986166
0.15, 0.2955700547070889, 0.3246572714497634, 0.5319206317127079, 0.26398024241179485
0.2, 0.28745500355416137, 0.31118256379839315, 0.5186210801943971, 0.2522152539977536
0.25, 0.2794677663257823, 0.2982950467688765, 0.505887272311421, 0.24085872283231002
0.3, 0.2716156475353314, 0.28596709725380254, 0.4937008041786733, 0.22990618541370667
0.35, 0.2639049082381732, 0.2741725163144626, 0.48204391306499356, 0.21935230841246037
0.4, 0.25634083899982907, 0.2628864506163467, 0.47089945390825033, 0.20919097622663305
0.45, 0.24892783069558563, 0.2520853182040072, 0.46025087667544007, 0.19941537635595394
0.5, 0.2416694427480785, 0.24174673818711023, 0.45008220431547563, 0.1900180818275342
