-0.5, 0.778
-0.45, 0.7805373412810885
-0.4, 0.7831199561839643
-0.35, 0.7857466699983965
-0.3, 0.7884163579710882
-0.25, 0.7911279433094626
-0.2, 0.7938803952639019
-0.15, 0.7966727273064234
-0.1, 0.7995039953527557
-0.05, 0.8023732960786859
0.0, 0.8052797652891014
0.05, 0.8082225763730682
0.1, 0.81120093879242
0.15, 0.8142140966538259
0.2, 0.8172613273247226
0.25, 0.8203419401206429
0.3, 0.8234552750234456
0.35, 0.8266007014690507
0.4, 0.8297776171761004
0.45, 0.8329854470167797
0.5, 0.8362236419562395
