-0.5, 0.944
-0.45, 0.9524497638833473
-0.4, 0.9612007738939826
-0.35, 0.9702567708327609
-0.3, 0.9796214405779028
-0.25, 0.9892984060810436
-0.2, 0.9992912186361971
-0.15, 1.0096033483671398
-0.1, 1.0202381738350943
-0.05, 1.0311989708905023
0.0, 1.0424889003612101
0.05, 1.05411099488733
0.1, 1.0660681446140499
0.15, 1.078363081628621
0.2, 1.0909983634425207
0.25, 1.1039763547473027
0.3, 1.1172992080776174
0.35, 1.1309688428323414
0.4, 1.1449869227074678
0.45, 1.1593548314918996
0.5, 1.1740736469070496
