,RMSRE mean,RMSRE median,RMSRE min
"Searching in [0.0, 1.0]"
biohydrogenation,inf,inf,0.5480864333569043
crauste,0.9813744900813954,0.896888574348038,0.2740057437689344
daisy-mamil3,0.7583309885585615,0.49597192432821724,0.09978465576350945
daisy-mamil4,inf,inf,inf
fitzhugh-nagumo,N/A,N/A,N/A
harmonic,8.083144674707125e-07,5.858651503459593e-07,1.404484139390128e-07
hiv,0.8592508502167515,0.6288565848670538,0.18143314706178065
lotka-volterra,0.6482323411031904,0.4233872962327886,0.04135945438690716
seir,0.35134247877298436,0.28070166701277643,0.0741892934419003
vanderpol,2.5128824019923526e-06,1.4477119574109196e-06,4.0744998367829467e-07
,,,
"Searching in [0.0, 2.0]"
biohydrogenation,inf,inf,0.3004900684429606
crauste,1.3309337162457697,1.237211293727087,0.3815665716490807
daisy-mamil3,0.7579756985933116,0.5230974050702983,0.14674986746866373
daisy-mamil4,inf,inf,inf
fitzhugh-nagumo,N/A,N/A,N/A
harmonic,8.121646253607167e-07,5.861075921101924e-07,1.2352276393572762e-07
hiv,0.9792115970284098,0.7453939346622867,0.19568734639644475
lotka-volterra,0.8792252439235774,0.7286595514420802,0.07440392728829122
seir,0.6203677491166874,0.5170171950078077,0.1846097264475589
vanderpol,2.331743565372893e-06,1.466501472875368e-06,4.0812331683321836e-07
,,,
"Searching in [0.0, 3.0]"
biohydrogenation,inf,inf,inf
crauste,inf,2.1581157040299233,0.6260332670002322
daisy-mamil3,0.7660898585809461,0.5405675447815472,0.11165175938658152
daisy-mamil4,inf,inf,inf
fitzhugh-nagumo,N/A,N/A,N/A
harmonic,8.048115115311104e-07,5.866861670639173e-07,1.3325582563853117e-07
hiv,1.1384476948571394,1.219789164497182,0.24279288389844633
lotka-volterra,1.1938781044807447,0.898495056565844,0.22873139227831846
seir,1.1081110720142209,1.0672600751876664,0.2760191202483748
vanderpol,2.375458437950587e-06,1.0636255731834358e-06,4.0876362848661433e-07
,,,
