,RMSRE mean,RMSRE median,RMSRE min
"Searching in [0.0, 1.0]",,,
biohydrogenation,0.854137774786843,0.8034074567117899,0.5047141748271208
crauste,0.8796418095243244,0.7886976207056018,0.3443247973404927
daisy_mamil3,0.5007447403297686,0.5718231836092733,0.1506842795627488
daisy_mamil4,0.8881264329017439,0.7638386030267164,0.09713058761920271
fitzhugh_nagumo,N/A,N/A,N/A
harmonic,0.0016290647494515108,0.0014951802587281787,0.0004345489779965206
hiv,0.6745183251797492,0.46416726648451884,0.31587963846512224
lotka_volterra,0.7865192586072485,0.6066731582043416,0.32945431455167773
seir,0.4346764618345042,0.49210463960917517,0.17133364338468968
vanderpol,0.0037055428389025286,0.0015623937894403113,0.0006504025513787875
,,,
"Searching in [0.0, 2.0]",,,
biohydrogenation,1.4605760996389474,1.0746688172609007,0.5284165967847613
crauste,1.7582533536541813,1.2755662455721637,0.5812023180187851
daisy_mamil3,0.9026484616089994,0.7883884693661658,0.502342960894647
daisy_mamil4,1.2943084008128731,0.9061399483462085,0.5262936877687248
fitzhugh_nagumo,N/A,N/A,N/A
harmonic,0.0016290647494515108,0.0014951802587281787,0.0004345489779965206
hiv,1.2305568432183143,0.9814190898202437,0.4353665017134027
lotka_volterra,1.6135232590048976,1.1570930308981098,0.32944651281501874
seir,0.765365608445442,0.8752897071128445,0.17511540871918452
vanderpol,0.0037055428389025286,0.0015623937894403113,0.0006504025513787875
,,,
"Searching in [0.0, 3.0]",,,
biohydrogenation,2.1860673255578886,1.813616721564514,0.5267083062378196
crauste,2.177473671767574,1.4814193250994434,0.8105658651090694
daisy_mamil3,0.9743907911021351,0.9483789669806842,0.502342960894647
daisy_mamil4,1.6102191647697013,1.448489702441731,0.633549893414144
fitzhugh_nagumo,N/A,N/A,N/A
harmonic,0.0016290647494515108,0.0014951802587281787,0.0004345489779965206
hiv,2.7247884917319256,2.432113980549856,0.4353665017134027
lotka_volterra,2.51424396498874,1.9195330497111849,0.3294699464067964
seir,1.2555031151476241,1.1037846304702588,0.1781876300741519
vanderpol,0.0037055428389025286,0.0015623937894403113,0.0006504025513787875
,,,
