,a,b,x1,x2,,RMSRE
"Searching in [0.0, 1.0]"
harmonic_0,,,,,,
True Value,0.539,0.672,0.582,0.536
Test Result,0.638948,0.294808,0.542758,0.0
Rel Error,0.18543,0.5613,0.06743,1.0,,0.581804612732992
,,,,
harmonic_1,,,,,,
True Value,0.439,0.617,0.45,0.813
Test Result,0.501824,0.166875,0.396258,2.29201e-14
Rel Error,0.14311,0.72954,0.11943,1.0,,0.6258929982245198
,,,,
"Searching in [0.0, 2.0]"
"Searching in [0.0, 3.0]"
