,a12,a13,a21,a31,a01,x1,x2,x3,,RMSRE
"Searching in [0.0, 1.0]"
daisy_mamil3_0,,,,,,,,,,
True Value,0.539,0.672,0.582,0.536,0.439,0.617,0.45,0.813
Test Result,0.00436136,0.907023,0.107719,0.162214,6.00755e-05,0.616509,0.457607,3.92415e-13
Rel Error,0.99191,0.34974,0.81492,0.69736,0.99986,0.0008,0.0169,1.0,,0.7294357565058351
,,,,,,,,
daisy_mamil3_1,,,,,,,,,,
True Value,0.871,0.407,0.733,0.523,0.554,0.84,0.157,0.17
Test Result,1.87528e-06,0.0865946,0.249942,0.00502568,0.999989,0.798133,0.188753,0.94275
Rel Error,1.0,0.78724,0.65902,0.99039,0.80503,0.04984,0.20225,4.54559,,1.7460223813548745
,,,,,,,,
"Searching in [0.0, 2.0]"
"Searching in [0.0, 3.0]"
