,k1,k2,k3,r,w,,RMSRE
"Searching in [0.0, 1.0]"
lotka_volterra_0,,,,,,,
True Value,0.539,0.672,0.582,0.536,0.439
Test Result,0.271673,0.0102112,0.000136362,0.53355,0.0
Rel Error,0.49597,0.9848,0.99977,0.00457,1.0,,0.8019198816015507
,,,,,
lotka_volterra_1,,,,,,,
True Value,0.617,0.45,0.813,0.871,0.407
Test Result,0.465329,4.78091e-05,0.639814,0.866353,1.65136e-13
Rel Error,0.24582,0.99989,0.21302,0.00534,1.0,,0.6489408940192247
,,,,,
"Searching in [0.0, 2.0]"
"Searching in [0.0, 3.0]"
