,lm,d,beta,a,k,uu,c,q,b,h,x,yy,vv,w,z,,RMSRE
"Searching in [0.0, 1.0]"
hiv_0,,,,,,,,,,,,,,,,,
True Value,0.539,0.672,0.582,0.536,0.439,0.617,0.45,0.813,0.871,0.407,0.733,0.523,0.554,0.84,0.157
Test Result,0.0293893,0.193151,0.000118433,0.00209946,0.000614201,0.240907,0.00087128,0.000231414,0.000653974,0.0,0.721302,0.231677,0.861649,0.555491,0.180507
Rel Error,0.94547,0.71257,0.9998,0.99608,0.9986,0.60955,0.99806,0.99972,0.99925,1.0,0.01596,0.55702,0.55532,0.3387,0.14973,,0.7963384268407218
,,,,,,,,,,,,,,,
hiv_1,,,,,,,,,,,,,,,,,
True Value,0.17,0.116,0.766,0.723,0.796,0.883,0.739,0.469,0.724,0.195,0.612,0.215,0.856,0.517,0.432
Test Result,0.356285,0.999848,7.16867e-06,0.0974789,1.79869e-06,0.0,4.09032e-05,0.0,0.631874,0.00726287,0.613422,0.968548,0.0,0.49738,0.403921
Rel Error,1.09579,7.61938,0.99999,0.86517,1.0,1.0,0.99994,1.0,0.12725,0.96275,0.00232,3.50487,1.0,0.03795,0.065,,2.2983617554395472
,,,,,,,,,,,,,,,
"Searching in [0.0, 2.0]"
"Searching in [0.0, 3.0]"
