,muN,muEE,muLE,muLL,muM,muP,muPE,muPL,deltaNE,deltaEL,deltaLM,rhoE,rhoP,n,e,s,m,p,,RMSRE
"Searching in [0.0, 1.0]"
crauste_0,,,,,,,,,,,,,,,,,,,,
True Value,0.539,0.672,0.582,0.536,0.439,0.617,0.45,0.813,0.871,0.407,0.733,0.523,0.554,0.84,0.157,0.17,0.116,0.766
Test Result,0.00050449,0.443466,0.00089951,0.124717,0.169809,0.511647,0.0251443,0.193491,1.0,0.343061,0.789588,0.000152687,0.0035408,0.712212,0.164531,0.0129929,0.276934,0.795789
Rel Error,0.99906,0.34008,0.99845,0.76732,0.61319,0.17075,0.94412,0.762,0.14811,0.1571,0.0772,0.99971,0.99361,0.15213,0.04797,0.92357,1.38736,0.03889,,0.7234414317034527
,,,,,,,,,,,,,,,,,,
crauste_1,,,,,,,,,,,,,,,,,,,,
True Value,0.723,0.796,0.883,0.739,0.469,0.724,0.195,0.612,0.215,0.856,0.517,0.432,0.312,0.719,0.465,0.555,0.115,0.594
Test Result,4.36413e-05,0.00184787,0.948713,0.00197034,0.0482012,0.746842,0.994746,0.0253924,0.86569,1.08513,0.00463279,1.11834e-05,0.32675,0.591703,0.410393,0.0436777,0.622561,0.594094
Rel Error,0.99994,0.99768,0.07442,0.99733,0.89723,0.03155,4.10126,0.95851,3.02647,0.26768,0.99104,0.99997,0.04728,0.17705,0.11743,0.9213,4.41357,0.00016,,1.718035059753713
,,,,,,,,,,,,,,,,,,
"Searching in [0.0, 2.0]"
"Searching in [0.0, 3.0]"
