,k5,k6,k7,k8,k9,k10,x4,x5,x6,x7,,RMSRE
"Searching in [0.0, 1.0]"
biohydrogenation_0,,,,,,,,,,,,
True Value,0.539,0.672,0.582,0.536,0.439,0.617,0.45,0.813,0.871,0.407
Test Result,0.154196,7.22647e-06,0.000266074,0.00101882,3.18599e-05,3.80679e-09,0.429596,0.733637,9.28563e-06,0.0
Rel Error,0.71392,0.99999,0.99954,0.9981,0.99993,1.0,0.04534,0.09762,0.99999,1.0,,0.8509060365783704
,,,,,,,,,,
biohydrogenation_1,,,,,,,,,,,,
True Value,0.733,0.523,0.554,0.84,0.157,0.17,0.116,0.766,0.723,0.796
Test Result,0.421435,0.284956,0.159441,0.0,2.4541e-07,2.66961e-06,0.113217,0.745698,0.0,3.33572e-14
Rel Error,0.42505,0.45515,0.7122,1.0,1.0,0.99998,0.02399,0.0265,1.0,1.0,,0.7375866602505957
,,,,,,,,,,
"Searching in [0.0, 2.0]"
"Searching in [0.0, 3.0]"
