,a,b,nu,S,E,In,NN,,RMSRE
"Searching in [0.0, 1.0]"
seir_0,,,,,,,,,
True Value,0.539,0.672,0.582,0.536,0.439,0.617,0.45
Test Result,3.25547e-08,6.8842e-07,1.01511,0.586064,1.14097,0.0,0.449998
Rel Error,1.0,1.0,0.74418,0.0934,1.59902,1.0,0.0,,0.934985509838754
,,,,,,,
seir_1,,,,,,,,,
True Value,0.813,0.871,0.407,0.733,0.523,0.554,0.84
Test Result,0.0137023,0.0259407,1.13764,0.0,0.961528,0.0,0.839292
Rel Error,0.98315,0.97022,1.79518,1.0,0.83849,1.0,0.00084,,1.0578713961617159
,,,,,,,
"Searching in [0.0, 2.0]"
"Searching in [0.0, 3.0]"
