,k01,k12,k13,k14,k21,k31,k41,x1,x2,x3,x4,,RMSRE
"Searching in [0.0, 1.0]"
daisy_mamil4_0,,,,,,,,,,,,,
True Value,0.539,0.672,0.582,0.536,0.439,0.617,0.45,0.813,0.871,0.407,0.733
Test Result,0.539,0.672,0.58278,0.4883,0.439,0.86031,0.20535,0.813,0.871,0.76215,0.37785
Rel Error,0.0,0.0,0.00134,0.08899,0.0,0.39434,0.54367,0.0,0.0,0.8726,0.48452,,0.3637176373368148
,,,,,,,,,,,
daisy_mamil4_1,,,,,,,,,,,,,
True Value,0.523,0.554,0.84,0.157,0.17,0.116,0.766,0.723,0.796,0.883,0.739
Test Result,0.523,0.554,0.157,0.84,0.17,0.766,0.116,0.723,0.796,0.739,0.883
Rel Error,0.0,0.0,0.8131,4.35032,0.0,5.60345,0.84856,0.0,0.0,0.16308,0.19486,,2.1694082327655795
,,,,,,,,,,,
"Searching in [0.0, 2.0]"
"Searching in [0.0, 3.0]"
